כתובת,מהות הבקשה,pdf_url,תאריך,date_parsed,row_id,pdf_status,תאריך_הדפסה,מתאריך,עד_תאריך,שם_בעל_הרישיון,סיבת_הבקשה,סיבה_מילולית,ישוב,רחוב,מס,גוש,חלקה,מיני_עצים,מספרי_עצים,מספר_מינים_שחולצו
הרב דמתי,כריתה,https://www.rehovot.muni.il/uploads/n/1667387476.4646.pdf,14/11/22-14/03/23,2023-03-14,הרב דמתי|כריתה|https://www.rehovot.muni.il/uploads/n/1667387476.4646.pdf|14/11/22-14/03/23,http_200_no_text,,,,,,,,,,,,,,
משה הס,כריתה,https://www.rehovot.muni.il/uploads/n/1667387351.3685.pdf,14/11/22-14/03/23,2023-03-14,משה הס|כריתה|https://www.rehovot.muni.il/uploads/n/1667387351.3685.pdf|14/11/22-14/03/23,http_200_no_text,,,,,,,,,,,,,,
מרבד הקסמים,כריתה,https://www.rehovot.muni.il/uploads/n/1667209642.2883.pdf,14/11/22-14/03/23,2023-03-14,מרבד הקסמים|כריתה|https://www.rehovot.muni.il/uploads/n/1667209642.2883.pdf|14/11/22-14/03/23,http_200_no_text,,,,,,,,,,,,,,
שד' מנחם רפאל,כריתה,https://www.rehovot.muni.il/uploads/n/1667209566.2052.pdf,14/11/22-14/03/23,2023-03-14,שד' מנחם רפאל|כריתה|https://www.rehovot.muni.il/uploads/n/1667209566.2052.pdf|14/11/22-14/03/23,http_200_no_text,,,,,,,,,,,,,,
חרוצים,כריתה,https://www.rehovot.muni.il/uploads/n/1667209458.7189.pdf,14/11/23-14/03/23,2023-03-14,חרוצים|כריתה|https://www.rehovot.muni.il/uploads/n/1667209458.7189.pdf|14/11/23-14/03/23,http_200_no_text,,,,,,,,,,,,,,
רחוב בילו 2,כריתה,https://www.rehovot.muni.il/uploads/n/1668347033.8199.pdf,13/11/22-13/03/23,2023-03-13,רחוב בילו 2|כריתה|https://www.rehovot.muni.il/uploads/n/1668347033.8199.pdf|13/11/22-13/03/23,http_200_no_text,,,,,,,,,,,,,,
הרצל גן המייסדים,כריתה,https://www.rehovot.muni.il/uploads/n/1667120118.1255.pdf,13/11/22-13/03/23,2023-03-13,הרצל גן המייסדים|כריתה|https://www.rehovot.muni.il/uploads/n/1667120118.1255.pdf|13/11/22-13/03/23,http_200_no_text,,,,,,,,,,,,,,
יחיאל פלדי 9,כריתה,https://www.rehovot.muni.il/uploads/n/1667113564.7177.pdf,13/11/22-13/03/23,2023-03-13,יחיאל פלדי 9|כריתה|https://www.rehovot.muni.il/uploads/n/1667113564.7177.pdf|13/11/22-13/03/23,http_200_no_text,,,,,,,,,,,,,,
מנחם אוסישקין,כריתה,https://www.rehovot.muni.il/uploads/n/1667113489.8570.pdf,13/11/22-13/03/23,2023-03-13,מנחם אוסישקין|כריתה|https://www.rehovot.muni.il/uploads/n/1667113489.8570.pdf|13/11/22-13/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' בוסל 13,כריתה,https://rehovot.muni.il/uploads/n/1583072627.8675.pdf,11/03/20-11/03/23,2023-03-11,רח' בוסל 13|כריתה|https://rehovot.muni.il/uploads/n/1583072627.8675.pdf|11/03/20-11/03/23,http_200_no_text,,,,,,,,,,,,,,
יוסף קרוננברג,כריתה,https://www.rehovot.muni.il/uploads/n/1666870195.2392.pdf,10/11/22-10/03/23,2023-03-10,יוסף קרוננברג|כריתה|https://www.rehovot.muni.il/uploads/n/1666870195.2392.pdf|10/11/22-10/03/23,http_200_no_text,,,,,,,,,,,,,,
שמחה הולצברג 11,כריתה,https://www.rehovot.muni.il/uploads/n/1666870630.9327.pdf,10/11/23-10/03/23,2023-03-10,שמחה הולצברג 11|כריתה|https://www.rehovot.muni.il/uploads/n/1666870630.9327.pdf|10/11/23-10/03/23,http_200_no_text,,,,,,,,,,,,,,
מוסקוביץ 39,כריתה,https://www.rehovot.muni.il/uploads/n/1666873116.8837.pdf,10/11/22-10/03/23,2023-03-10,מוסקוביץ 39|כריתה|https://www.rehovot.muni.il/uploads/n/1666873116.8837.pdf|10/11/22-10/03/23,http_200_no_text,,,,,,,,,,,,,,
סוחולובסקי 23,כריתה,https://www.rehovot.muni.il/uploads/n/1666870402.1114.pdf,10/11/23-10/03/23,2023-03-10,סוחולובסקי 23|כריתה|https://www.rehovot.muni.il/uploads/n/1666870402.1114.pdf|10/11/23-10/03/23,http_200_no_text,,,,,,,,,,,,,,
חיים מורי,כריתה,https://www.rehovot.muni.il/uploads/n/1666870771.9094.pdf,10/11/23-10/03/23,2023-03-10,חיים מורי|כריתה|https://www.rehovot.muni.il/uploads/n/1666870771.9094.pdf|10/11/23-10/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' אלקלעי 7,כריתה,https://rehovot.muni.il/uploads/n/1583072867.2257.pdf,09/03/20-09/03/23,2023-03-09,רח' אלקלעי 7|כריתה|https://rehovot.muni.il/uploads/n/1583072867.2257.pdf|09/03/20-09/03/23,http_200_no_text,,,,,,,,,,,,,,
פקיעין,כריתה,https://www.rehovot.muni.il/uploads/n/1666693797.1549.pdf,08/11/22-08/03/23,2023-03-08,פקיעין|כריתה|https://www.rehovot.muni.il/uploads/n/1666693797.1549.pdf|08/11/22-08/03/23,http_200_no_text,,,,,,,,,,,,,,
הגאון הבן איש חי,כריתה,https://www.rehovot.muni.il/uploads/n/1666684181.6940.pdf,08/11/22-08/03/23,2023-03-08,הגאון הבן איש חי|כריתה|https://www.rehovot.muni.il/uploads/n/1666684181.6940.pdf|08/11/22-08/03/23,http_200_no_text,,,,,,,,,,,,,,
משה זכריה גן ההרפתקאות,כריתה,https://www.rehovot.muni.il/uploads/n/1666684120.8029.pdf,08/11/22-08/03/23,2023-03-08,משה זכריה גן ההרפתקאות|כריתה|https://www.rehovot.muni.il/uploads/n/1666684120.8029.pdf|08/11/22-08/03/23,http_200_no_text,,,,,,,,,,,,,,
"מנוחה ונחלה ביה""ס דה שליט",כריתה,https://www.rehovot.muni.il/uploads/n/1666684001.7441.pdf,08/11/22-08/03/23,2023-03-08,"מנוחה ונחלה ביה""ס דה שליט|כריתה|https://www.rehovot.muni.il/uploads/n/1666684001.7441.pdf|08/11/22-08/03/23",http_200_no_text,,,,,,,,,,,,,,
יהואש,כריתה,https://www.rehovot.muni.il/uploads/n/1669295929.7944.pdf,08/12/22-08/03/23,2023-03-08,יהואש|כריתה|https://www.rehovot.muni.il/uploads/n/1669295929.7944.pdf|08/12/22-08/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' דב הוז,כריתה,https://rehovot.muni.il/uploads/n/1582460745.2932.pdf,07/03/20-07/03/23,2023-03-07,רח' דב הוז|כריתה|https://rehovot.muni.il/uploads/n/1582460745.2932.pdf|07/03/20-07/03/23,http_200_no_text,,,,,,,,,,,,,,
מנחם אוסישקין 8,כריתה,https://www.rehovot.muni.il/uploads/n/1666505824.4563.pdf,06/11/22-06/03/23,2023-03-06,מנחם אוסישקין 8|כריתה|https://www.rehovot.muni.il/uploads/n/1666505824.4563.pdf|06/11/22-06/03/23,http_200_no_text,,,,,,,,,,,,,,
זכריה מדר 53,כריתה,https://www.rehovot.muni.il/uploads/n/1676893534.4511.pdf,06/07/23-06/03/23,2023-03-06,זכריה מדר 53|כריתה|https://www.rehovot.muni.il/uploads/n/1676893534.4511.pdf|06/07/23-06/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' דב בר בורוכוב מס' 11,כריתה,https://rehovot.muni.il/uploads/n/1582460415.2267.pdf,05/03/20-05/03/23,2023-03-05,רח' דב בר בורוכוב מס' 11|כריתה|https://rehovot.muni.il/uploads/n/1582460415.2267.pdf|05/03/20-05/03/23,http_200_no_text,,,,,,,,,,,,,,
שאול טשרניחובסקי 47,כריתה,https://www.rehovot.muni.il/uploads/n/1669103200.6341.pdf,05/12/22-05/03/23,2023-03-05,שאול טשרניחובסקי 47|כריתה|https://www.rehovot.muni.il/uploads/n/1669103200.6341.pdf|05/12/22-05/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' קולונל מרגולין מס' 10,כריתה,https://rehovot.muni.il/uploads/n/1582460590.8505.pdf,05/03/20-05/03/23,2023-03-05,רח' קולונל מרגולין מס' 10|כריתה|https://rehovot.muni.il/uploads/n/1582460590.8505.pdf|05/03/20-05/03/23,http_200_no_text,,,,,,,,,,,,,,
דרך יבנה מס' 43,כריתה,https://rehovot.muni.il/uploads/n/1582460504.1716.pdf,05/03/20-05/03/23,2023-03-05,דרך יבנה מס' 43|כריתה|https://rehovot.muni.il/uploads/n/1582460504.1716.pdf|05/03/20-05/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' שמחה וילקומיץ מס' 10,כריתה,https://rehovot.muni.il/uploads/n/1584453620.1384.pdf,30/03/20-03/03/23,2023-03-03,רח' שמחה וילקומיץ מס' 10|כריתה|https://rehovot.muni.il/uploads/n/1584453620.1384.pdf|30/03/20-03/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' נגבה 10,כריתה,https://rehovot.muni.il/uploads/n/1582447414.9443.pdf,02/03/20-02/03/23,2023-03-02,רח' נגבה 10|כריתה|https://rehovot.muni.il/uploads/n/1582447414.9443.pdf|02/03/20-02/03/23,http_200_no_text,,,,,,,,,,,,,,
הרצל 184,כריתה,https://www.rehovot.muni.il/uploads/n/1675849683.1344.pdf,20/06/23- 20/02/23,2023-02-20,הרצל 184|כריתה|https://www.rehovot.muni.il/uploads/n/1675849683.1344.pdf|20/06/23- 20/02/23,http_200_no_text,,,,,,,,,,,,,,
הסביון 5,כריתה,https://www.rehovot.muni.il/uploads/n/1675849834.7536.pdf,20/06/23-20/02/23,2023-02-20,הסביון 5|כריתה|https://www.rehovot.muni.il/uploads/n/1675849834.7536.pdf|20/06/23-20/02/23,http_200_no_text,,,,,,,,,,,,,,
מנוחה ונחלה 37,כריתה,https://www.rehovot.muni.il/uploads/n/1664690795.5030.pdf,16/10/22-16/02/23,2023-02-16,מנוחה ונחלה 37|כריתה|https://www.rehovot.muni.il/uploads/n/1664690795.5030.pdf|16/10/22-16/02/23,http_200_no_text,,,,,,,,,,,,,,
גן המגינים- י.ל. פרץ,כריתה,https://rehovot.muni.il/uploads/n/1580913552.4862.pdf,16/02/20-16/02/23,2023-02-16,גן המגינים- י.ל. פרץ|כריתה|https://rehovot.muni.il/uploads/n/1580913552.4862.pdf|16/02/20-16/02/23,http_200_no_text,,,,,,,,,,,,,,
ידיד החולות מס' 4,כריתה,https://rehovot.muni.il/uploads/n/1580651506.5542.pdf,15/02/20-15/02/23,2023-02-15,ידיד החולות מס' 4|כריתה|https://rehovot.muni.il/uploads/n/1580651506.5542.pdf|15/02/20-15/02/23,http_200_no_text,,,,,,,,,,,,,,
ספיר 46,כריתה,https://www.rehovot.muni.il/uploads/n/1664440870.5562.pdf,13/10/22-13/02/23,2023-02-13,ספיר 46|כריתה|https://www.rehovot.muni.il/uploads/n/1664440870.5562.pdf|13/10/22-13/02/23,http_200_no_text,,,,,,,,,,,,,,
יוסף טרומפלדור 15,כריתה,https://www.rehovot.muni.il/uploads/n/1664440940.7735.pdf,13/10/22-13/02/23,2023-02-13,יוסף טרומפלדור 15|כריתה|https://www.rehovot.muni.il/uploads/n/1664440940.7735.pdf|13/10/22-13/02/23,http_200_no_text,,,,,,,,,,,,,,
מרגולין מס' 3,כריתה,https://rehovot.muni.il/uploads/n/1581938346.5045.pdf,12/02/20-12/02/23,2023-02-12,מרגולין מס' 3|כריתה|https://rehovot.muni.il/uploads/n/1581938346.5045.pdf|12/02/20-12/02/23,http_200_no_text,,,,,,,,,,,,,,
יהושוע לוסטיג מס' 7,כריתה,https://rehovot.muni.il/uploads/n/1580394637.6529.pdf,11/02/20-11/02/23,2023-02-11,יהושוע לוסטיג מס' 7|כריתה|https://rehovot.muni.il/uploads/n/1580394637.6529.pdf|11/02/20-11/02/23,http_200_no_text,,,,,,,,,,,,,,
יצחק משקה מס' 5,כריתה,https://rehovot.muni.il/uploads/n/1580394783.2966.pdf,10/02/20-10/02/23,2023-02-10,יצחק משקה מס' 5|כריתה|https://rehovot.muni.il/uploads/n/1580394783.2966.pdf|10/02/20-10/02/23,http_200_no_text,,,,,,,,,,,,,,
רח' המרד 23,כריתה,https://rehovot.muni.il/uploads/n/1581515616.2655.pdf,10/02/20-10/02/23,2023-02-10,רח' המרד 23|כריתה|https://rehovot.muni.il/uploads/n/1581515616.2655.pdf|10/02/20-10/02/23,http_200_no_text,,,,,,,,,,,,,,
רח' יהלום,כריתה,https://rehovot.muni.il/uploads/n/1580131596.2206.pdf,09/02/20-09/02/23,2023-02-09,רח' יהלום|כריתה|https://rehovot.muni.il/uploads/n/1580131596.2206.pdf|09/02/20-09/02/23,http_200_no_text,,,,,,,,,,,,,,
רח' שוהם,כריתה,https://rehovot.muni.il/uploads/n/1580131475.7766.pdf,09/02/20-09/02/23,2023-02-09,רח' שוהם|כריתה|https://rehovot.muni.il/uploads/n/1580131475.7766.pdf|09/02/20-09/02/23,http_200_no_text,,,,,,,,,,,,,,
רמבם 56,העתקה,https://rehovot.muni.il/uploads/n/1580119884.2655.pdf,08/02/20-08/02/23,2023-02-08,רמבם 56|העתקה|https://rehovot.muni.il/uploads/n/1580119884.2655.pdf|08/02/20-08/02/23,http_200_no_text,,,,,,,,,,,,,,
ביהס יבניאלי רחוב החבורה,כריתה,https://www.rehovot.muni.il/uploads/n/1675776001.8915.pdf,07/02/23-07/02/23,2023-02-07,ביהס יבניאלי רחוב החבורה|כריתה|https://www.rehovot.muni.il/uploads/n/1675776001.8915.pdf|07/02/23-07/02/23,http_200_no_text,,,,,,,,,,,,,,
מנשה בן ישראל,כריתה,https://www.rehovot.muni.il/uploads/n/1663842300.6860.pdf,06/10/22-06/02/23,2023-02-06,מנשה בן ישראל|כריתה|https://www.rehovot.muni.il/uploads/n/1663842300.6860.pdf|06/10/22-06/02/23,http_200_no_text,,,,,,,,,,,,,,
ש. בן ציון 29,כריתה,https://www.rehovot.muni.il/uploads/n/1663660507.8916.pdf,04/10/22-04/02/23,2023-02-04,ש. בן ציון 29|כריתה|https://www.rehovot.muni.il/uploads/n/1663660507.8916.pdf|04/10/22-04/02/23,http_200_no_text,,,,,,,,,,,,,,
נתיב משה שביל מעבר,כריתה,https://www.rehovot.muni.il/uploads/n/1663586657.5562.pdf,03/10/22-03/02/23,2023-02-03,נתיב משה שביל מעבר|כריתה|https://www.rehovot.muni.il/uploads/n/1663586657.5562.pdf|03/10/22-03/02/23,http_200_no_text,,,,,,,,,,,,,,
הנוטר 16,כריתה,https://rehovot.muni.il/uploads/n/1579012334.4512.pdf,01/02/20-01/02/23,2023-02-01,הנוטר 16|כריתה|https://rehovot.muni.il/uploads/n/1579012334.4512.pdf|01/02/20-01/02/23,http_200_no_text,,,,,,,,,,,,,,
בנימין 26,כריתה,https://rehovot.muni.il/uploads/n/1579522458.7959.pdf,01/02/20-01/02/23,2023-02-01,בנימין 26|כריתה|https://rehovot.muni.il/uploads/n/1579522458.7959.pdf|01/02/20-01/02/23,http_200_no_text,,,,,,,,,,,,,,
בנימין 26,העתקה,https://rehovot.muni.il/uploads/n/1579522572.3132.pdf,01/02/20-01/02/23,2023-02-01,בנימין 26|העתקה|https://rehovot.muni.il/uploads/n/1579522572.3132.pdf|01/02/20-01/02/23,http_200_no_text,,,,,,,,,,,,,,
הבן איש חי- צאלון בעל התניא,כריתה,https://rehovot.muni.il/uploads/n/1579522511.2976.pdf,01/02/20-01/02/23,2023-02-01,הבן איש חי- צאלון בעל התניא|כריתה|https://rehovot.muni.il/uploads/n/1579522511.2976.pdf|01/02/20-01/02/23,http_200_no_text,,,,,,,,,,,,,,
טרומפלדור 15,כריתה,https://www.rehovot.muni.il/uploads/n/1663066622.1836.pdf,27/09/22-27/01/23,2023-01-27,טרומפלדור 15|כריתה|https://www.rehovot.muni.il/uploads/n/1663066622.1836.pdf|27/09/22-27/01/23,http_200_no_text,,,,,,,,,,,,,,
נתיב הלה 35,כריתה,https://www.rehovot.muni.il/uploads/n/1662959427.1690.pdf,26/09/22-26/01/23,2023-01-26,נתיב הלה 35|כריתה|https://www.rehovot.muni.il/uploads/n/1662959427.1690.pdf|26/09/22-26/01/23,http_200_no_text,,,,,,,,,,,,,,
הקטיף 51,כריתה,https://www.rehovot.muni.il/uploads/n/1662877148.3663.pdf,25/09/22-25/01/23,2023-01-25,הקטיף 51|כריתה|https://www.rehovot.muni.il/uploads/n/1662877148.3663.pdf|25/09/22-25/01/23,http_200_no_text,,,,,,,,,,,,,,
יחיאל מיכל פינס 21,כריתה,https://www.rehovot.muni.il/uploads/n/1662888595.8923.pdf,25/09/22-25/01/23,2023-01-25,יחיאל מיכל פינס 21|כריתה|https://www.rehovot.muni.il/uploads/n/1662888595.8923.pdf|25/09/22-25/01/23,http_200_no_text,,,,,,,,,,,,,,
חיים מורי 7,כריתה,https://rehovot.muni.il/uploads/n/1579012267.4235.pdf,22/01/20-22/01/23,2023-01-22,חיים מורי 7|כריתה|https://rehovot.muni.il/uploads/n/1579012267.4235.pdf|22/01/20-22/01/23,http_200_no_text,,,,,,,,,,,,,,
הר ארבל 8,כריתה,https://www.rehovot.muni.il/uploads/n/1662281122.7217.pdf,18/09/22-18/01/23,2023-01-18,הר ארבל 8|כריתה|https://www.rehovot.muni.il/uploads/n/1662281122.7217.pdf|18/09/22-18/01/23,http_200_no_text,,,,,,,,,,,,,,
הר הצופים (פארק ציבורי),כריתה,https://www.rehovot.muni.il/uploads/n/1661775935.4408.pdf,12/09/22-12/01/23,2023-01-12,הר הצופים (פארק ציבורי)|כריתה|https://www.rehovot.muni.il/uploads/n/1661775935.4408.pdf|12/09/22-12/01/23,http_200_no_text,,,,,,,,,,,,,,
שדרות חן (חזית 71),כריתה,https://www.rehovot.muni.il/uploads/n/1661775981.1824.pdf,12/09/22-12/01/23,2023-01-12,שדרות חן (חזית 71)|כריתה|https://www.rehovot.muni.il/uploads/n/1661775981.1824.pdf|12/09/22-12/01/23,http_200_no_text,,,,,,,,,,,,,,
דרך גד פיינשטיין,כריתה,https://www.rehovot.muni.il/uploads/n/1661775890.8598.pdf,12/09/22-12/01/23,2023-01-12,דרך גד פיינשטיין|כריתה|https://www.rehovot.muni.il/uploads/n/1661775890.8598.pdf|12/09/22-12/01/23,http_200_no_text,,,,,,,,,,,,,,
הרצל (אי תנועה) חזית מס' 217,כריתה,https://www.rehovot.muni.il/uploads/n/1661775824.3809.pdf,12/09/22-12/01/23,2023-01-12,הרצל (אי תנועה) חזית מס' 217|כריתה|https://www.rehovot.muni.il/uploads/n/1661775824.3809.pdf|12/09/22-12/01/23,http_200_no_text,,,,,,,,,,,,,,
צבי הורוביץ 44,כריתה,https://www.rehovot.muni.il/uploads/n/1661674343.3453.pdf,11/09/22-11/01/23,2023-01-11,צבי הורוביץ 44|כריתה|https://www.rehovot.muni.il/uploads/n/1661674343.3453.pdf|11/09/22-11/01/23,http_200_no_text,,,,,,,,,,,,,,
שד' ירושלים (ליד פארק שרונה),כריתה,https://rehovot.muni.il/uploads/n/1608814412.9337.pdf,06/01/21-06/01/23,2023-01-06,שד' ירושלים (ליד פארק שרונה)|כריתה|https://rehovot.muni.il/uploads/n/1608814412.9337.pdf|06/01/21-06/01/23,http_200_no_text,,,,,,,,,,,,,,
ההסתדרות 32,כריתה,https://rehovot.muni.il/uploads/n/1608797970.7852.pdf,06/01/21-06/01/23,2023-01-06,ההסתדרות 32|כריתה|https://rehovot.muni.il/uploads/n/1608797970.7852.pdf|06/01/21-06/01/23,http_200_no_text,,,,,,,,,,,,,,
חזית הדרום 23,כריתה,https://rehovot.muni.il/uploads/n/1608553873.8905.pdf,03/01/21-03/01/23,2023-01-03,חזית הדרום 23|כריתה|https://rehovot.muni.il/uploads/n/1608553873.8905.pdf|03/01/21-03/01/23,http_200_no_text,,,,,,,,,,,,,,
יוסף אהרונוביץ 4 ב',כריתה,https://rehovot.muni.il/uploads/n/1608207584.9327.pdf,31/12/20-31/12/22,2022-12-31,יוסף אהרונוביץ 4 ב'|כריתה|https://rehovot.muni.il/uploads/n/1608207584.9327.pdf|31/12/20-31/12/22,http_200_no_text,,,,,,,,,,,,,,
חיים ויצמן 21 א',כריתה,https://rehovot.muni.il/uploads/n/1608197567.5092.pdf,31/12/20-31/12/22,2022-12-31,חיים ויצמן 21 א'|כריתה|https://rehovot.muni.il/uploads/n/1608197567.5092.pdf|31/12/20-31/12/22,http_200_no_text,,,,,,,,,,,,,,
יעקוב 20 (בית ראשון),כריתה,https://rehovot.muni.il/uploads/n/1576759915.5066.pdf,31/12/19-31/12/22,2022-12-31,יעקוב 20 (בית ראשון)|כריתה|https://rehovot.muni.il/uploads/n/1576759915.5066.pdf|31/12/19-31/12/22,http_200_no_text,,,,,,,,,,,,,,
"דרך יבנה 3,5",כריתה,https://rehovot.muni.il/uploads/n/1576669542.1389.pdf,30/12/19-30/12/22,2022-12-30,"דרך יבנה 3,5|כריתה|https://rehovot.muni.il/uploads/n/1576669542.1389.pdf|30/12/19-30/12/22",http_200_no_text,,,,,,,,,,,,,,
עין התכלת מס 4,כריתה,https://rehovot.muni.il/uploads/n/1576670427.4853.pdf,30/12/19-30/12/22,2022-12-30,עין התכלת מס 4|כריתה|https://rehovot.muni.il/uploads/n/1576670427.4853.pdf|30/12/19-30/12/22,http_200_no_text,,,,,,,,,,,,,,
דוד מזרחי 15,כריתה,https://rehovot.muni.il/uploads/n/1576670454.9008.pdf,30/12/19-30/12/22,2022-12-30,דוד מזרחי 15|כריתה|https://rehovot.muni.il/uploads/n/1576670454.9008.pdf|30/12/19-30/12/22,http_200_no_text,,,,,,,,,,,,,,
שד' חן 42,כריתה,https://rehovot.muni.il/uploads/n/1576670252.9382.pdf,30/12/19-30/12/22,2022-12-30,שד' חן 42|כריתה|https://rehovot.muni.il/uploads/n/1576670252.9382.pdf|30/12/19-30/12/22,http_200_no_text,,,,,,,,,,,,,,
"החבורה - ביה""ס יבניאלי",כריתה,https://www.rehovot.muni.il/uploads/n/1660479919.9375.pdf,28/08/22-28/12/22,2022-12-28,"החבורה - ביה""ס יבניאלי|כריתה|https://www.rehovot.muni.il/uploads/n/1660479919.9375.pdf|28/08/22-28/12/22",http_200_no_text,,,,,,,,,,,,,,
הפרג,כריתה,https://www.rehovot.muni.il/uploads/n/1660479844.6508.pdf,28/08/22-28/12/22,2022-12-28,הפרג|כריתה|https://www.rehovot.muni.il/uploads/n/1660479844.6508.pdf|28/08/22-28/12/22,http_200_no_text,,,,,,,,,,,,,,
"מנחם בגין - כביש 40, סוללה מגוננת",כריתה,https://www.rehovot.muni.il/uploads/n/1660479800.1436.pdf,28/08/22-28/12/22,2022-12-28,"מנחם בגין - כביש 40, סוללה מגוננת|כריתה|https://www.rehovot.muni.il/uploads/n/1660479800.1436.pdf|28/08/22-28/12/22",http_200_no_text,,,,,,,,,,,,,,
מורדי הגטאות  6,כריתה,https://rehovot.muni.il/uploads/n/1575190202.1495.pdf,28/11/19-28/12/22,2022-12-28,מורדי הגטאות  6|כריתה|https://rehovot.muni.il/uploads/n/1575190202.1495.pdf|28/11/19-28/12/22,http_200_no_text,,,,,,,,,,,,,,
"מרבד הקסמים - גנ""י דוד בן ישי",כריתה,https://www.rehovot.muni.il/uploads/n/1660479884.9512.pdf,28/08/22-28/12/22,2022-12-28,"מרבד הקסמים - גנ""י דוד בן ישי|כריתה|https://www.rehovot.muni.il/uploads/n/1660479884.9512.pdf|28/08/22-28/12/22",http_200_no_text,,,,,,,,,,,,,,
הכלניות 1,כריתה,https://rehovot.muni.il/uploads/n/1607865082.7819.pdf,24/12/20-24/12/22,2022-12-24,הכלניות 1|כריתה|https://rehovot.muni.il/uploads/n/1607865082.7819.pdf|24/12/20-24/12/22,http_200_no_text,,,,,,,,,,,,,,
